topic,title,content
politics,Awami League nominates Noman Al Mahmud,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
Awami League Chattogram city unit's Organising Secretary Noman Al Mahmud has been given the party's nomination for the Ctg-8 constituency by-polls scheduled to be held on April 27.
AL presidium member and member of the AL parliamentary nomination board, Engr Mosharraf Hossain confirmed it to The Daily Star yesterday.
A total of 27 AL leaders sought the party's nomination for Chattogram 8 (Boalkhali - Chandgoan) constituency by-polls, said Mosharraf.
""Of them, AL parliamentary nomination board, headed by AL president and Prime Minister Sheikh Hasina, nominated Noman,"" he added.
The constituency remained vacant after the death of AL lawmaker Moslem Uddin Ahmed on February 5.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
politics,Contesting Narayanganj city polls: BNP removes Khaleda’s adviser Taimur,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
BNP has removed its Chairperson Khaleda Zia's adviser Taimur Alam Khandakar, who is contesting Narayanganj City Corporation election as an independent candidate.
The development was confirmed in a press release signed by BNP Senior Joint General Secretary Ruhul Kabir Rizvi yesterday.
Earlier on December 26, Taimur Alam was withdrawn from the convener post of Narayanganj district unit of BNP.
Manirul Islam Robi, joint convener of Narayanganj district unit of BNP, was appointed as acting convener by the party.
When contacted, Taimur Alam said, ""I thank my party chairperson for this decision.""
""I don't have a guardian at this moment. My people and I are my guardian. I will contest this (Narayanganj) election no matter what,"" he added.
Acting Convener Manirul told our Narayanganj correspondent that BNP is not contesting the Narayanganj City Corporation election under the present government.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
politics,"Dishonest politicians, bureaucrats a curse for nation: Razzaque","Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
The dishonest politicians and bureaucrats, no matter how big they are, are a curse and burden for Bangladesh, Agriculture Minister Muhammad Abdur Razzaque said today.
The minister said this while speaking at a food distribution programme, at Nawabganj Saat Shaheed Community Centre in Lalbagh of Dhaka.
""Honesty is the greatest strength. Politicians, government officials, no matter how big they are, without honesty, are not good for the nation, but a curse and a burden,"" he said.
Institution of Engineers, Bangladesh and North-West Power Generation Company Limited jointly organised the programme.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
politics,"BCL, Chhatra Dal activists clash at DU","Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
Activists of Bangladesh Chhatra League (BCL) and Jatiyatabadi Chhatra Dal (JCD) locked into a clash on Dhaka University campus yesterday morning.
JCD activists claimed that BCL men attacked them when they were holding a scheduled programme. BCL activists denied the allegation.
The clash took place two days after Awami League General Secretary Obaidul Quader expressed fear of possible ""instability"" in educational institutions as they are preparing to reopen the institutions.
Rakibul Islam Rakib, convener of JCD's DU unit, told The Daily Star that they brought out a procession from Central Shaheed Minar around 10am, protesting the arrests of organising secretary of JCD central committee Saif Mahmud Jewel and assistant organising secretary Moshiur Rahman Rony.
BCL men attacked the procession when it reached near TSC, Rakib claimed, adding that at least 15 JCD activists were injured in the attack.
Among the injured, two were undergoing treatment
at Dhaka Medical College Hospital while the rest at other hospitals.
Later they held a press conference at Dhaka University Journalists' Association and demanded punishment of the attackers.
Contacted, Saddam Hossain, general secretary of BCL's DU chapter, said Chhatra League activists are now busy with humanitarian activities during the pandemic and they have no involvement with the incident.
Asked, DU proctor Prof Dr AKM Golam Rabbani said no one has lodged any complaint over the incident yet.
""I heard that an organistaion came to the campus to hold programmes without our permission amid this closure. I request everyone to be responsible and refrain from any such activity that will create unrest on campus,"" he added.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
politics,Income of AL fell by 51pc in 2020,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
The income of ruling Awami League in 2020 was about Tk 10.33 crore, 51 percent down from that of 2019, according to its audited financial statement submitted to the Election Commission yesterday.
However, AL's expenditures increased by Tk 1.73 crore last year, compared to that of the previous year, reports UNB.
The party's total income was Tk 10,33,43,33 in 2020, which was over Tk 21 crore in 2019.
An AL team, led by its publicity and publication secretary Dr Abdus Sobhan Golap, MP, handed over the financial statement of the 2020 calendar year to EC Secretary Md Humayun Kabir Khandaker at Nirbachan Bhaban in the city.
Later, Golap told reporters that their party's income largely came from the subscriptions of its members, sale of nomination forms and donations from various individuals and organisations. In 2020, the income declined as it earned less from the sale of nomination forms, and there was no income from the triennial council of the party in 2019.
AL spent Tk 9,94,49,931 in the calendar year, Tk 1,73,48,356 more than it spent in 2019. The expenditures went up for conducting relief activities amid the Covid-19 pandemic, providing donations to party-nominated candidates in different elections and the rise in the expenses against different publications.
On Thursday, BNP submitted its 2020 financial statement before the EC. The party's income was Tk 1.23 crore and expenditure was Tk 1.75 crore in 2020. The additional expenditure was met from its previous fund.
As per the law, each registered political party is obliged to submit its financial statement of the previous calendar year by July 31. But this time, EC has extended the time till August 31 due to Covid-19.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
politics,"BNP, police clash at Dhaka’s Chandrima Udyan","Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
BNP activists and police personnel clashed at Dhaka's Chandrima Udyan this morning, leaving several injured.
The clash started around 10:30 am when the newly formed convening committees of BNP's Dhaka city north and south units went to place wreaths at the grave of the party's founder Ziaur Rahman.
Both BNP and police blamed each other for the clash. Some, including police personnel, were injured as BNP activists threw brickbats at the law enforcers who charged batons and fired tear gas canisters to disperse them, witnesses said.
Of the injured, two BNP leaders -- organising secretary of BNP Tejgaon Thana Unit Moniruzzaman Tagor and former president of BNP Kamrangircahr Thana Unit Abul Kalam Azad -- were rushed to Dhaka medical College Hospital with pellet injuries.
Moniruzzaman and Abul Kalam alleged that they were injured when police fired from their shotguns.
BNP leader Amanullah Aman alleged that police stopped BNP leaders and activists when they were going to Chandrima Udyan to observe their prescheduled programme peacefully. Police chased them and fired rubber bullets, agitating the activists.
""Police attacked us without any provocation. Several persons including BNP Dhaka city north unit's member secretary Aminul Haque were injured in the attack,"" he alleged.
Jane Alam Munshi, officer-in-charge of Sher-e-Bangla Nagar Police Station, said BNP activists attacked police out of the blue and at least seven police personnel were injured.
""We brought the situation under control later on,"" he said.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
politics,"Covid-19 surge: Form advisory committee and take coordinated steps involving all parties, BNP demands","Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
BNP has called upon the government to form a crisis-time advisory committee comprised of health experts, all political parties, NGOs and social organisations, and take coordinated steps towards curbing the transmission of Covid-19 across the country.
Mirza Fakhrul Islam Alamgir, the party's secretary general, came up with the demands while addressing a virtual press conference today.
""Although it is late, a crisis-time advisory committee comprising health experts, all political parties, NGOs and social organisations should be formed soon,"" Fakhrul said.
The party's other demands included encouraging people to follow health guidelines and wear masks, formulating a coordinated and specific roadmap for vaccinating 80 percent of the population and making it public, taking immediate and effective measures to produce vaccine locally, and ensuring adequate healthcare facilities in the hospitals.
Fakhrul said these issues should be set as target to curb the transmission of coronavirus.
""We have to keep in mind that the fight against Covid-19 pandemic is a long-term one,"" he added.
The party also urged the government to provide Tk 15,000 cash assistance each to the poor along with food to make sure they stay home in order to make the lockdown effective.
The BNP secretary general said the government can provide humanitarian support to the poor of the country using six to seven percent of the GDP.
As resources are limited, the developed countries focused on prevention of Covid-19 so that the healthcare system does not become overburdened.""What is badly needed is good intention and cordiality,"" he added.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
politics,Mobinul Haider Chowdhury passes away,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
Veteran leftist politician and the founder of a faction of Bangladesher Samajtantrik Dal (BSD) Mobinul Haider Chowdhury passed away at a private hospital in Dhaka last night.
""He breathed his last at the intensive care unit of Square Hospital around 10:50pm last night,"" said Raju Ahmed, president of Dhaka Committee Sramik Karmachari Federation.
He was admitted to the hospital on June 27 for treatment of pneumonia and other old-age complications, he said.
Mobinul was the general secretary of Bangladesher Samajtantrik Dal.

দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
politics,Hefajat leaders demand release of arrested leaders in meeting with home minister,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
Top leaders of Hefajat-e-Islam today demanded that the government release its ""innocent"" leaders and activists arrested since March 25.
The Hefajat leaders including its amir, Junayed Babunagari, and Secretary General Nurul Islam Jihadi made the demand while meeting Home Minister Asaduzzaman Khan Kamal at the latter's Dhanmondi residence, meeting sources told The Daily Star.
The meeting that started around 8:15pm lasted for over two hours, Morshed bin Noor, son of Nurul Islam Jihadi, told The Daily Star after leaving the meeting.
He added that the meeting discussed various issues, including the release of detained Hefajat leaders and asking that its leaders and activists not be arrested.
A Hefajat leader said they also demanded that the government reopen all Qawmi madrasas.
There was no formal briefing to reporters from any side.
Despite repeated attempts, the home minister did not answer his mobile phone.
The government took a tough stance following Hefajat's violence spanning three days since March 25 in protest of Indian Prime Minister Narendra Modi's visit in Bangladesh. The violence surrounding the protest left at least 17 people dead and many others injured.
Hefajat has been under tremendous pressure from the government to restructure its central committee since the mayhem in late March, sources said.
At least 154 cases were filed against Hefajat men in the following days while around 1,230 people, including more than 50 top Hefajat leaders, were arrested, according to Police Headquarters data.
Following the recent crackdown on Hefajat, some of its leaders started trying to negotiate with the government in hopes of avoiding ""arrest and harassment"".
Hefajat's previous central committee was disbanded on April 25 amid a government crackdown on Hefajat leaders following the organisation's violence across the country in late March.
A five-member convening committee headed by Junayed and Nurul as its amir and member-secretary was formed at the time.
On June 8, Nurul Islam Jihadi announced the 33-member new central committee, a 16-member advisory committee and another committee called Majlish-e-Sura comprising nine members.
The new committee did not include Mamunul Haque and other leaders who are involved with different political parties or are in jail on charges of being involved in the violence in late March.
In the new committee Junayed Babunagari and Nurul Islam Jihadi continued to be the amir and secretary general of the Islamist organisation.
In November 2020, around two months after the death of Hefajat chief Shah Ahmad Shafi, Babunagari and Nur Hossain Kasemi were named as the new amir and secretary general respectively.
Nurul Islam was made the secretary general after Kasemi died in December.
The government allegedly had influenced while the formation of the new committee, making sure the individuals involved in political parties associated with the BNP are axed, said Hefajat leaders.
The Islamist organisation first made headlines in 2009 by protesting a draft national women development policy that provided equal inheritance rights to women.
It is often said that hostility between Hefajat and the AL government turned amicable through closed-door negotiations amid a government crackdown after Hefajat's mayhem in the capital in May, 2013.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
politics,"Tofail Ahmed, Kazi Firoze lament 'bureaucrats given more importance over politicians'","Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
Ruling Awami League's senior lawmaker Tofail Ahmed and Jatiya Party MP Kazi Firoz Rashid in parliament today expressed their frustration and anger over the growing presence of government bureaucrats in various jobs without importance being given to politicians.
Speaking on the proposed budget for 2021-22, Tofail said, ""I'm sorry, I don't know how reasonable it would be to say that. Now the administrative officer has been given the responsibility in our district. People think that all the help we gave to them during coronavirus was given by administrative officials.""
""But the administrative officials did not even go to the area. The person who has been given responsibility in my area didn't even come for a day,"" he said.
The veteran politician said, ""It is unfortunate-- there is not a single MP in this parliament who did not stand by the poor and distressed during this coronavirus period…I have given relief to 40,000 people in my area. But people think that administrative officials have given all of these.""
He said the authority and job of politicians has faded away today. The minister also said that according to the warrant of precedence, MPs position is above that of secretaries.
""We need officials from the administration, but not in exclusion of politicians,"" he said.
Tofail said politicians are elected representatives and they should have a specific standing and jobs and should remain there.
At the beginning of his speech, Jatiya Party MP Kazi Firoz Rashid also echoed Tofail Amed's sentiments.
He said there is no politics in the country today and Tofail Ahmed has pointed out the issue rightly.
Firoz said the prime minister spoke to Deputy Commissioners at different programmes but MPs in those programmed remained at a distance. And after the programmed ended MPs would have to request DCs to talk a little with the prime minister.
The senior Jatiya Party MP said, ""the political arenas are slowly being occupied by businessmen. Who is running the country? Businessmen and bureaucrats are running the country.""
""We politicians are now standing in the third line. This is our bad luck. But this country has been liberated by politicians,"" he added.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
politics,Selina Hayat Ivy will seek AL ticket for NCC mayor post in upcoming polls,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
The current Narayanganj City Corporation Mayor Selina Hayat Ivy has declared to contest the upcoming city corporation elections for the mayoral post.
She will seek the party's nomination from Awami League President and Prime Minister Sheikh Hasina. Ivy came up with the announcement while speaking as chief guest at a discussion in the city this evening.
""My term is almost over. If all goes well, the city corporation election will be held in December. I will seek nomination from my prime minister. I don't know yet what will happen,"" she said.
If the AL president nominates her, she (Ivy) will go to door to door to seek votes, Ivy said.
In 2016, AL mayor candidate Ivy won the much-talked-about Narayanganj City Corporation elections with a margin of 79, 567 votes.

দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
politics,A ‘joke’ of a lockdown: Fakhrul,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
BNP Secretary General Mirza Fakhrul Islam Alamgir today described the nationwide lockdown announced by the government to contain Coronavirus spread as a 'joke' since it repeatedly failed to fully enforce such restrictions in recent times.
""The government has again announced a lockdown for seven days, which has now turned into a joke. It's now saying the lockdown will be enforced from Thursday instead of Monday. It's a joke,"" said Fakhrul.
He said, ""The lockdown has become completely ineffective due to the incompetence and irresponsibility of the government. Lockdown can never be fruitful without ensuring food for the poor and day-labourers and transferring cash to the workers in the informal sector.""
The BNP leader came up with the remarks while speaking at a press conference at BNP chairperson's Gulshan office on the outcomes of the party standing committee's virtual meeting held yesterday.
Asked why he considers the lockdown ""a joke"", Fakhrul said the government first announced a general holiday and then enforced a lockdown last year. ""It's been seen many workers went back home with the announcement of the holiday and they came back again. They (govt) now announced a lockdown when there's a lockdown in place. Isn't it a joke?""
He said the government has shut inter-district transport services from the capital without any proper plan. ""That's why many people are leaving Dhaka and many others are returning here from different districts on foot taking the seven-day lockdown as holidays.""
Stating that the people of Bangladesh are very witty, Fakhrul said they are joking about the strict lockdown and other terms.
He said their party thinks it will not be possible to deal with the spread of the deadly virus without the active participation of people. ""People will go out of their homes in search of work, out of hunger. In fact, the government has no well-planned programme on the Covid-19.""
Taking a swipe at Awami League General Secretary Obaidul Quader for his comments about the ""bleak future"" of BNP, Fakhrul questioned why the ruling party leaders are so concerned about BNP. ""I would like to say the future of Awami League is very dark because of their misdeeds...the ruling party leaders won't find an escape route if people wake up.""
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
politics,BNP’s efforts regarding Khaleda Zia’s treatment abroad ongoing: Fakhrul,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
BNP Secretary General Mirza Fakhrul Islam Alamgir today at a press conference said that the party's efforts regarding advanced treatment of chairperson Begum Khaleda Zia abroad is ""ongoing"".

""Efforts (the party's initiative) are on,"" he told reporters when asked about the party's decision to send the BNP chairperson abroad, who is suffering from heart, lungs, and kidney problems.

Fakhrul also said, ""If there is any progress in this aspect, we will definitely let everyone know.""

When asked about Khaleda Zia's condition, Fakhrul said, ""She is feeling better.""

""Every day, she (Khaleda Zia) has check-ups,"" said Fakhrul, adding, ""The check-ups are performed by a team of physicians led by Dr AFM Siddique and AZM Zahid Hossain. From now on, the entire team will see her once a week.""

On June 20, a meeting of the BNP's standing committee, chaired by the party's acting chairman Tarique Rahman, demanded that the government allow the BNP chairperson treatment overseas as soon as possible. The issue was also discussed at a standing committee meeting yesterday, with the chairperson's physical condition being highlighted.

Earlier, after 53 days of treatment at Bashundhara's Evercare Hospital, Khaleda Zia returned to her Gulshan home on June 19.

দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
business,Bangladesh’s rice output crosses 4cr tonnes for the first time,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
For the first time, Bangladesh has bagged more than 4 crore tonnes of rice in a fiscal year (FY) thanks to increasing yields of the most grown crop, according to official data.
Local farmers have been gradually switching to high-yielding and hybrid varieties of the cereal grain, bringing the country's need for rice imports down to zero.
Estimates by the Bangladesh Bureau of Statistics (BBS) show that farmers bagged 4.06 crore tonnes of rice in FY 2023-24, up by 4.1 percent year-on-year in what was the highest growth in six years.
The largest growth in yields came from Aman paddy, which was harvested in the previous winter ahead of Boro paddy in the dry season. Boro is the principal rice crop in Bangladesh.
Farmers got about 2.10 crore tonnes of rice through the Boro harvest in the May-June period early this calendar year.
FY24 marked the fifth year of a consistent rise in rice production with Wais Kabir, a former executive chairman of the Bangladesh Agricultural Research Council, linking the spike to yield enhancement.
""One of the main factors is that farmers have shifted to cultivating modern varieties of rice. They are growing more high-yielding and hybrid varieties. The acreage has also risen over time,"" he said.
Jahangir Alam, an agricultural economist, said increased rice production cut import of the cereal grain.
""We did not have to import any rice [in FY24]. Besides, this did not have much of an impact on prices as it seems public and private stocks were adequate,"" Kabir added.
Data of the food ministry shows that Bangladesh imported 10.56 lakh tonnes of rice in FY23 compared to zero public and private imports as of October 7 this year.
Kabir also said one of the reasons behind the zero rice imports was a surge in wheat imports.
The use of wheat by bakery and food processing industries as well as animal feed has increased. This contributed to the reduced requirement for rice, he added.
Imports of wheat, the second most consumed cereal grain after rice, soared 71 percent year-on-year to 66 lakh tonnes in FY24.
M Asaduzzman, a professorial fellow at the Bangladesh Institute of Development Studies expressed doubt over the rice production estimate.
He questioned why prices have gone up if supply was indeed adequate.
""Production has not risen as much as reported. Higher prices mean there is a supply shortage,"" he said, adding that rice accounts for a good portion of food inflation, which was high in the previous fiscal.
The BBS said food inflation rose to 10.65 percent in FY24 from 8.71 percent the year prior.
The price of rice coarse rice, the cheapest variety, was 7 percent higher year-on-year at Tk 50 to Tk 55 per kilogramme in Dhaka yesterday.
Asaduzzman informed that recurrent floods this year have raised concerns over the cultivation of Aman.
""We will have to import rice if Aman production suffers. And that will be clear at the beginning of November. So, the government should take a decision regarding imports next month,"" he said.
By the end of August, the US Department of Agriculture (USDA) said Aus and Aman rice acreage and production in Bangladesh might decline because of the floods, particularly the devastating deluge in the eastern part of the country.
Estimates by the Department of Agricultural Extension show that Aman acreage declined to 57.35 lakh hectares this season from 35.5 lakh hectares previously.
Agricultural economist Alam said the overall Aman rice output may be 1.55 crore tonnes to 1.60 crore tonnes this year.
""Farmers had to transplant the seedlings late because of floods. This may cause lower yields,"" he said while adding that imports might not be needed as stocks of the grains are favourable.
""But the next Boro rice crop is crucial,"" he said. ""We will not need to worry about food security of the staple grain if we can ensure production inputs, mainly fertiliser, at the doorsteps of farmers.""
Kabir said the ongoing flood in the Sherpur-Netrokona districts will damage the Aman crop in the fields and it cannot be recovered.
""So, whether we will need to import or not will depend on the next Aman harvest. And the output of the upcoming Boro would depend largely on the management of fertiliser by the government.""
""The interim government has to ensure proper management of fertiliser to ensure a good harvest of Boro rice,"" he added.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
business,World Bank slashes Bangladesh growth forecast to 4% for FY25,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
Bangladesh's economy is expected to grow 4 percent in the current fiscal year ending in June 2025, said the World Bank (WB) by revising its previous forecast on 'significant uncertainties around the political and economic outlook following the recent political turmoil.'
The Washington-based multilateral lender had earlier projected a 5.7 percent growth for FY 2024-25.
The WB also lowered its estimate for Bangladesh's economic growth in FY24 to 5.2 percent, notably lower than the government's provisional estimate of 5.82 percent for the previous fiscal year.
""The wide range of growth projections reflects the lack of reliable data in recent months, as well as the significant uncertainties surrounding the political and economic outlook following the recent political unrest,"" the WB said in its October 2024 South Asia Development Update released today.
These revised projections for FY24 and FY25 would mark the lowest growth rates since FY20 when Bangladesh's economy expanded by only 3.45 percent due to the Covid-19 pandemic's severe impact.
The WB's forecast is considerably lower than the 6.75 percent growth target set by the previous Awami League government for FY 2024-25.
""In the short term, political uncertainties are expected to suppress investment and industrial growth. Additionally, recent floods are likely to modestly affect agricultural production,"" the report added.
The WB also highlighted that an interim government took office after the resignation of the former prime minister Sheikh Hasina on August 8, 2024, amid widespread student-led protests.
In the medium to long term, the WB expects growth to gradually recover, supported by key reforms in the financial sector, increased domestic resource mobilisation, an improved business climate, and expanded trade.
For FY 2025-26, the WB forecasts Bangladesh's economy to grow by 5.5 percent.
Bangladesh is one of two South Asian countries, along with the Maldives, for which the WB has downgraded growth projections.
This revision comes just two weeks after the Asian Development Bank (ADB) lowered its growth forecast for Bangladesh to 5.1 percent for the current fiscal year, citing supply chain disruptions caused by political unrest in July and August 2024.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
business,"Exports grow 5% in Jul-Sep, EPB admits $3b mismatch","Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
The Export Promotion Bureau (EPB) yesterday unveiled the export data for the July-September period of fiscal year 2024-25 and officially acknowledged that there was a $3.16 billion export data mismatch in the same quarter of the previous fiscal year.
The bureau mentioned the National Board of Revenue's (NBR) role in the data mismatch, an awkward revelation which came to light in July this year and led to a three-month suspension of regular export data publication.
At a press conference, EPB officials announced the end of the data publication pause and said there would be no data gap between the revenue board and EPB in the future.
The bureau said that Bangladesh's exports grew 5 percent year-on-year to $11.37 billion in the July-September quarter of fiscal year 2024-25, driven by increased apparel shipments.
In September alone, exporters earned $3.5 billion, a 6.78 percent increase compared to the same month of the previous year, according to the corrected export figures for September 2023.
Regarding the data mistake, the EPB said the export earnings for July to September in FY2023-24 were reported at $13.98 billion, but it was actually $10.82 billion.
""We collect export data from the National Board of Revenue (NBR),"" said Md Anwar Hossain, vice-chairman of the EPB. ""As NBR made mistakes in data input, EPB's output was also incorrect.""
He said the revenue board counts exports after duty assessment, while the Bangladesh Bank counts exports when earnings are realised.
In July, the Bangladesh Bank (BB) published data showing that actual shipments for the July-April period of the 2023-24 fiscal year were nearly $14 billion lower than the export figures initially reported by the EPB.
The discrepancy between export figures has persisted for at least 12 years, with the gap surpassing $12 billion in the 2022-23 fiscal year.
To estimate and correct the data mismatch in the July-September period of FY24, Hossain said the EPB held a series of meetings with the NBR and the central bank. They decided to consider export earnings only after shipment.
He added that they were planning to release live data connected to the NBR database but needed more time to do so.
Multiple entries the main culprit
Referring to the findings of the Bangladesh Bank inquiry into the data mismatch, Hossain said multiple entries of shipments by customs officials at the NBR were the main reason for the data discrepancy.
In the case of garment orders under the cutting, making and trimming (CMT) process, the EPB calculated the prices of fabrics and all accessories, instead of only the making charge. This was another contributing factor to inflated data.
He also said that sample items shipped abroad for buyers were counted as exports, assigning value to items with no actual export value.
Besides, sales by companies within Export Processing Zones (EPZs) were counted twice: once during delivery from the EPZs to local firms and again during shipment from the ports by foreign buyers.
Actual proceeds usually fall below the initial value mentioned in letters of credit (LC), a discrepancy that the EPB did not adjust, the Bangladesh Bank said in its probe report.
Losses stemming from stock-lot sales, discounts and commissions were also not adjusted by the EPB, according to the central bank.
The BB arrived at these findings through its inquiry into the reasons behind the increase in net trade credit, the gap between reported shipment values and actual money flow into Bangladesh.
Anwar-ul Alam Chowdhury Parvez, president of the Bangladesh Chamber of Industries (BCI), said the inflated export data from the EPB gave a negative impression to the general public, hinting that garment exporters were laundering money.
""But, this was due to incorrect data input by government entities.""
The erroneous statistics and its implications not only humiliated exporters but also provided misleading information to policymakers, causing them to believe that the readymade garments sector had built up capacity for incentive phase-out.
According to Parvez, the EPB was repeatedly warned about the inflated export data by apparel exporters, but to no avail.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
